site_name,year,long_name,Source,lat,lon,coord_datum,alt,alt_datum,site_type,COMID,VPU,ndays,nyears,ann_GPP_C,ann_ER_C,PAR_sum,Stream_PAR_sum,Wtemp_mean,Wtemp_cv,Wtemp_skew,Wtemp_kurt,Wtemp_amp,Wtemp_phase,Wtemp_ar1,Disch_mean,Disch_cv,Disch_skew,Disch_kurt,Disch_amp,Disch_phase,Disch_ar1,PAR_mean,PAR_cv,PAR_skew,PAR_kurt,PAR_amp,PAR_phase,PAR_ar1,LAI_mean,LAI_cv,LAI_skew,LAI_kurt,LAI_amp,LAI_phase,LAI_ar1,dvqcoefs.c,Azimuth,tree_height,Width,MOD_ann_NPP,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag,slope_calc,HYRIV_ID,HydroATLAS_near_dist_m,HydroATLAS_dis_m3_pyr,HydroATLAS_run_mm_cyr,HydroATLAS_ria_ha_csu,HydroATLAS_ele_mt_cav,HydroATLAS_ele_mt_cmn,HydroATLAS_ele_mt_cmx,HydroATLAS_slp_dg_cav,HydroATLAS_slp_dg_uav,HydroATLAS_sgr_dk_rav,HydroATLAS_tmp_dc_cyr,HydroATLAS_tmp_dc_uyr,HydroATLAS_tmp_dc_c01,HydroATLAS_tmp_dc_c02,HydroATLAS_tmp_dc_c03,HydroATLAS_tmp_dc_c04,HydroATLAS_tmp_dc_c05,HydroATLAS_tmp_dc_c06,HydroATLAS_tmp_dc_c07,HydroATLAS_tmp_dc_c08,HydroATLAS_tmp_dc_c09,HydroATLAS_tmp_dc_c10,HydroATLAS_tmp_dc_c11,HydroATLAS_tmp_dc_c12,HydroATLAS_pre_mm_cyr,HydroATLAS_pre_mm_uyr,HydroATLAS_pre_mm_c01,HydroATLAS_pre_mm_c02,HydroATLAS_pre_mm_c03,HydroATLAS_pre_mm_c04,HydroATLAS_pre_mm_c05,HydroATLAS_pre_mm_c06,HydroATLAS_pre_mm_c07,HydroATLAS_pre_mm_c08,HydroATLAS_pre_mm_c09,HydroATLAS_pre_mm_c10,HydroATLAS_pre_mm_c11,HydroATLAS_pre_mm_c12,HydroATLAS_ari_ix_cav,HydroATLAS_ari_ix_uav,HydroATLAS_glc_cl_cmj,HydroATLAS_wet_pc_cg2,HydroATLAS_wet_pc_ug2,HydroATLAS_for_pc_cse,HydroATLAS_for_pc_use,HydroATLAS_crp_pc_cse,HydroATLAS_crp_pc_use,HydroATLAS_ppd_pk_cav,HydroATLAS_ppd_pk_uav,HydroATLAS_rdd_mk_cav,HydroATLAS_rdd_mk_uav,HydroATLAS_hdi_ix_cav,HydroATLAS_urb_pc_cse,HydroATLAS_urb_pc_use,NHD_near_dist_m,IGBP_LC_Type1Class2018,IGBP_LU_category,US_state,region,reach_proportion,NHD_STREAMORDE,NHD_HYDROSEQ,NHD_STARTFLAG,NHD_REACHCODE,NHD_AREASQKM,NHD_TOTDASQKM,NHD_LENGTHKM,NHD_SLOPE,NHD_SLOPELENKM,NHD_TIDAL,NHD_MAXELEVSMO,NHD_MINELEVSMO,NHD_AREASQKM_corr,NHD_TOTDASQKM_corr,areal_corr_factor,ElevWs,PrecipWs,TminWs,TmaxWs,TmeanWs,RunoffWs,PctImp2006Ws,PctImp2008Ws,PctImp2011Ws,PctImp2001Ws,PctImp2013Ws,PctImp2019Ws,PctImp2016Ws,PctImp2004Ws,PctOw2011Ws,PctIce2011Ws,PctUrbOp2011Ws,PctUrbLo2011Ws,PctUrbMd2011Ws,PctUrbHi2011Ws,PctBl2011Ws,PctDecid2011Ws,PctConif2011Ws,PctMxFst2011Ws,PctShrb2011Ws,PctGrs2011Ws,PctHay2011Ws,PctCrop2011Ws,PctWdWet2011Ws,PctHbWet2011Ws,PctOw2016Ws,PctIce2016Ws,PctUrbOp2016Ws,PctUrbLo2016Ws,PctUrbMd2016Ws,PctUrbHi2016Ws,PctBl2016Ws,PctDecid2016Ws,PctConif2016Ws,PctMxFst2016Ws,PctShrb2016Ws,PctGrs2016Ws,PctHay2016Ws,PctCrop2016Ws,PctWdWet2016Ws,PctHbWet2016Ws,HUDen2010Ws,PopDen2010Ws,SN_2008Ws,NO3_2008Ws,InorgNWetDep_2008Ws,NH4_2008Ws,DamNIDStorWs,DamNrmStorWs,NABD_NIDStorWs,NABD_NrmStorWs,DamDensWs,SuperfundDensWs,NPDESDensWs,TRIDensWs,RdDensWs,NABD_DensWs,PctCarbResidWs,PctNonCarbResidWs,PctAlkIntruVolWs,PctSilicicWs,PctExtruVolWs,PctColluvSedWs,PctGlacTilClayWs,PctGlacTilLoamWs,PctGlacTilCrsWs,PctGlacLakeCrsWs,PctGlacLakeFineWs,PctHydricWs,PctEolCrsWs,PctEolFineWs,PctSalLakeWs,PctAlluvCoastWs,PctCoastCrsWs,PctWaterWs,CBNFWs,FertWs,ManureWs,WtDepWs,OmWs,PermWs,RckDepWs,BFIWs,HydrlCondWs,NWs,Al2O3Ws,CaOWs,Fe2O3Ws,K2OWs,MgOWs,Na2OWs,P2O5Ws,SWs,SiO2Ws,precip_runoff_ratio
nwis_11463980,2015,RUSSIAN R A DIGGER BEND NR HEALDSBURG CA,USGS (Powell Center),38.6329653,-122.8555494,"NAD83",NA,NA,ST,8272297,18,283,1,237.672326587582,-258.8354864183791,15.006235921236,10.359003334008628,18.09,0.14,0.01,-0.04,1.36,197.38094230785742,0.811,4.77,0.4,0.25,-0.05,1.21,49.04769847499219,0.928,41.11,0.25,-0.06,-0.05,1.35,171.9582374619664,0.455,1.31,0.18,-0.01,-0.04,1.38,147.96055031917487,0.821,0.286980469268217,177.94750025006,17,31.0896,1066.5,0.370783223091238,11.5716911090323,0.209216776908762,0.301127782745368,0.42,95,0,0,0.004270086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8034817,9,grassland,California,CA,0.471545,5,10008529,0,18010110000061,7.8633,2048.6817,5.781,0.00139076,5.781,0,3734,2930,3.7079,2044.5263,0.9979716712459528,432.6926,1162.7032079628846,2.4727792642522544,21.494581938449937,14.535135744389247,589.8811,1.22,1.24,1.25,1.18,1.26,1.31,1.27,1.21,0.56,0,3.99,1.2,0.74,0.24,0.14,1.74,22.62,11.29,41.84,10.42,1.79,3.08,0.28,0.07,0.47,0,3.98,1.19,0.76,0.25,0.14,1.73,22.37,11.22,41.31,11.13,1.63,3.45,0.29,0.07,10.142,25.0041,106.5397,2.0835,1.0844,0.7919,96722.506,47953.6416,95034.2604,46265.396,0.0146,0.002,0.001,0.0054,1.8179,0.0073,0,60.39,0,22.55,0.02,0,0,0,0,0,0,0,0,0,0,17.04,0,0,2.1643,17.3195,1.0658,179.6984,0.8351,3.211,94.8614,34.356,15.3711,0.1394,9.2374,4.1194,7.0858,1.6276,3.9436,1.0107,0.1441,0.0825,58.7097,1.9710806261853189
nwis_11467000,2013,RUSSIAN R NR GUERNEVILLE CA,USGS (Powell Center),38.50852336,-122.9277737,"NAD83",20.14,NGVD29,ST,8272725,18,288,1,119.92964358253637,-130.34853897992429,14.970423890268,5.674793999219431,15.93,0.18,-0.03,-0.03,1.38,191.8460064212697,0.832,12.11,0.6,0.62,0.38,0.67,33.20582444702176,0.784,41.01,0.24,0,-0.07,1.27,175.99644714390232,0.528,4.11,0.09,-0.13,0,1.38,204.40394477891505,0.821,0.228844678757844,238.69452736514745,19,17.8308,1266.674925,0.420513935557051,11.0397703868388,0.249486064442949,0.395821281837038,0.33,0,0,0,0,70606640,203.2457353,88.155,709,39.186,136,14,386,130,100,12,136,133,80,98,106,123,149,174,188,187,180,154,110,80,1133,1095,246,179,153,68,17,6,2,5,15,68,176,197,92,85,4,0,0,100,85,7,12,90.708,113.215,725,901,951,0,6,34.1938105,1,forested,California,CA,0.164674,5,10007642,0,18010110001364,1.4463,3465.3924,1.134,1e-5,1.134,0,1307,1307,0.23817,3464.18427,0.9996513728142302,338.328,1148.5533822803336,2.7248149476082064,21.58415394993195,14.663731537511088,590.3069,3.55,3.59,3.62,3.43,3.65,3.74,3.68,3.49,0.77,0,4.95,2.71,2.67,0.82,0.11,1.48,23.27,10.32,32.85,12.95,1.99,4.64,0.38,0.1,0.7,0,4.91,2.7,2.73,0.86,0.12,1.48,23.13,10.28,32.48,13.03,1.88,5.23,0.39,0.1,44.9845,111.6074,106.7458,2.0912,1.0888,0.7953,222314.8443,120871.2675,218627.2813,117183.7045,0.0173,0.0038,0.0014,0.0095,2.3804,0.0084,0,48.98,0,27.63,0.01,0,0,0,0,0,0,0,0,0,0,23.37,0,0,2.4149,22.0035,1.7653,176.7618,0.7824,3.7034,101.2473,33.6431,19.1683,0.1618,9.716,3.9126,7.6769,1.7359,3.4572,1.1248,0.1439,0.0764,58.1308,1.9456885601037928
nwis_11467000,2014,RUSSIAN R NR GUERNEVILLE CA,USGS (Powell Center),38.50852336,-122.9277737,"NAD83",20.14,NGVD29,ST,8272725,18,308,1,112.28493843118402,-187.9774732805104,14.512252277376,5.9052697175673385,16.73,0.15,-0.08,0,1.35,199.04912401389976,0.85,31.31,0.81,0.79,0.58,0.45,16.312568602534068,0.664,39.76,0.26,-0.03,-0.05,1.31,174.878977782616,0.482,3.5,0.09,-0.13,-0.01,1.23,198.12232435576854,0.83,0.228844678757844,238.69452736514745,19,17.8308,1266.674925,0.420513935557051,11.0397703868388,0.249486064442949,0.395821281837038,0.33,0,0,0,0,70606640,203.2457353,88.155,709,39.186,136,14,386,130,100,12,136,133,80,98,106,123,149,174,188,187,180,154,110,80,1133,1095,246,179,153,68,17,6,2,5,15,68,176,197,92,85,4,0,0,100,85,7,12,90.708,113.215,725,901,951,0,6,34.1938105,1,forested,California,CA,0.164674,5,10007642,0,18010110001364,1.4463,3465.3924,1.134,1e-5,1.134,0,1307,1307,0.23817,3464.18427,0.9996513728142302,338.328,1148.5533822803336,2.7248149476082064,21.58415394993195,14.663731537511088,590.3069,3.55,3.59,3.62,3.43,3.65,3.74,3.68,3.49,0.77,0,4.95,2.71,2.67,0.82,0.11,1.48,23.27,10.32,32.85,12.95,1.99,4.64,0.38,0.1,0.7,0,4.91,2.7,2.73,0.86,0.12,1.48,23.13,10.28,32.48,13.03,1.88,5.23,0.39,0.1,44.9845,111.6074,106.7458,2.0912,1.0888,0.7953,222314.8443,120871.2675,218627.2813,117183.7045,0.0173,0.0038,0.0014,0.0095,2.3804,0.0084,0,48.98,0,27.63,0.01,0,0,0,0,0,0,0,0,0,0,23.37,0,0,2.4149,22.0035,1.7653,176.7618,0.7824,3.7034,101.2473,33.6431,19.1683,0.1618,9.716,3.9126,7.6769,1.7359,3.4572,1.1248,0.1439,0.0764,58.1308,1.9456885601037928
nwis_11467000,2015,RUSSIAN R NR GUERNEVILLE CA,USGS (Powell Center),38.50852336,-122.9277737,"NAD83",20.14,NGVD29,ST,8272725,18,277,1,91.82336136221429,-114.52968072591419,14.823196029482398,5.918982800052124,17.05,0.15,-0.05,-0,1.35,191.69524482437032,0.837,16.82,0.71,0.74,0.58,0.49,33.2933996157557,0.724,40.61,0.25,-0.06,-0.05,1.34,171.82961415847817,0.467,3.63,0.1,-0.01,-0.02,1.37,154.61345188835162,0.824,0.228844678757844,238.69452736514745,19,17.8308,1266.674925,0.420513935557051,11.0397703868388,0.249486064442949,0.395821281837038,0.33,0,0,0,0,70606640,203.2457353,88.155,709,39.186,136,14,386,130,100,12,136,133,80,98,106,123,149,174,188,187,180,154,110,80,1133,1095,246,179,153,68,17,6,2,5,15,68,176,197,92,85,4,0,0,100,85,7,12,90.708,113.215,725,901,951,0,6,34.1938105,1,forested,California,CA,0.164674,5,10007642,0,18010110001364,1.4463,3465.3924,1.134,1e-5,1.134,0,1307,1307,0.23817,3464.18427,0.9996513728142302,338.328,1148.5533822803336,2.7248149476082064,21.58415394993195,14.663731537511088,590.3069,3.55,3.59,3.62,3.43,3.65,3.74,3.68,3.49,0.77,0,4.95,2.71,2.67,0.82,0.11,1.48,23.27,10.32,32.85,12.95,1.99,4.64,0.38,0.1,0.7,0,4.91,2.7,2.73,0.86,0.12,1.48,23.13,10.28,32.48,13.03,1.88,5.23,0.39,0.1,44.9845,111.6074,106.7458,2.0912,1.0888,0.7953,222314.8443,120871.2675,218627.2813,117183.7045,0.0173,0.0038,0.0014,0.0095,2.3804,0.0084,0,48.98,0,27.63,0.01,0,0,0,0,0,0,0,0,0,0,23.37,0,0,2.4149,22.0035,1.7653,176.7618,0.7824,3.7034,101.2473,33.6431,19.1683,0.1618,9.716,3.9126,7.6769,1.7359,3.4572,1.1248,0.1439,0.0764,58.1308,1.9456885601037928
nwis_11467000,2016,RUSSIAN R NR GUERNEVILLE CA,USGS (Powell Center),38.50852336,-122.9277737,"NAD83",20.14,NGVD29,ST,8272725,18,284,1,109.26612216558041,-159.0934244022253,14.3407665938376,5.844647880262068,16.6,0.15,-0,-0.01,1.36,198.54660299740334,0.833,58.72,0.73,0.64,0.4,0.71,38.31850329748251,0.782,39.18,0.28,-0.04,-0.07,1.31,177.90604061173968,0.511,3.6,0.12,-0.01,-0.02,1.38,172.34766326815884,0.819,0.228844678757844,238.69452736514745,19,17.8308,1266.674925,0.420513935557051,11.0397703868388,0.249486064442949,0.395821281837038,0.33,0,0,0,0,70606640,203.2457353,88.155,709,39.186,136,14,386,130,100,12,136,133,80,98,106,123,149,174,188,187,180,154,110,80,1133,1095,246,179,153,68,17,6,2,5,15,68,176,197,92,85,4,0,0,100,85,7,12,90.708,113.215,725,901,951,0,6,34.1938105,1,forested,California,CA,0.164674,5,10007642,0,18010110001364,1.4463,3465.3924,1.134,1e-5,1.134,0,1307,1307,0.23817,3464.18427,0.9996513728142302,338.328,1148.5533822803336,2.7248149476082064,21.58415394993195,14.663731537511088,590.3069,3.55,3.59,3.62,3.43,3.65,3.74,3.68,3.49,0.77,0,4.95,2.71,2.67,0.82,0.11,1.48,23.27,10.32,32.85,12.95,1.99,4.64,0.38,0.1,0.7,0,4.91,2.7,2.73,0.86,0.12,1.48,23.13,10.28,32.48,13.03,1.88,5.23,0.39,0.1,44.9845,111.6074,106.7458,2.0912,1.0888,0.7953,222314.8443,120871.2675,218627.2813,117183.7045,0.0173,0.0038,0.0014,0.0095,2.3804,0.0084,0,48.98,0,27.63,0.01,0,0,0,0,0,0,0,0,0,0,23.37,0,0,2.4149,22.0035,1.7653,176.7618,0.7824,3.7034,101.2473,33.6431,19.1683,0.1618,9.716,3.9126,7.6769,1.7359,3.4572,1.1248,0.1439,0.0764,58.1308,1.9456885601037928
nwis_12100490,2016,"WHITE RIVER AT R STREET NEAR AUBURN, WA",USGS (Powell Center),47.27482295,-122.2078967,"NAD83",NA,NA,ST,23981235,17,292,1,322.8134440781649,-388.0099151069999,10.197002713816799,8.14402671023759,9.93,0.25,0.01,0.04,1.32,203.4124613905784,0.744,46.37,0.3,0.23,0.18,0.87,59.83397245202579,0.866,27.86,0.37,0.13,0,1.18,174.10100970420675,0.357,1.14,0.19,0.02,-0.05,1.4,172.6689913927841,0.82,0.370572207679381,243.1130303414223,16.700000000000003,46.9392,630.5,0.418149279945799,20.166171027272,0.151850720054201,0.133814664359591,0.43,80,0,95,0.001310552,70351841,211.92466,60.559,1047,62.047,104,19,194,36,163,51,103,56,37,55,69,92,124,153,176,176,149,106,64,38,1107,2137,154,115,107,82,60,53,27,38,58,96,157,160,122,323,4,32,9,76,84,10,2,627.889,40.545,4967,376,948,48,2,17.22400512,13,urban,Washington,WA,0.7103630000000001,5,50008973,0,17110014000441,11.1645,1229.4333,3.128,0.00598145,3.128,0,4989,3118,7.93085,1226.19965,0.9973698044456744,1077.7381,1816.0120388905648,-4.602526798886446,10.458616911376057,5.987580887214129,1203.0729,1.42,1.45,1.48,1.32,1.5,1.58,1.53,1.35,1.77,1.34,2.47,1.83,0.87,0.18,3.56,0.63,63.94,3.63,10.18,4.05,3.11,0,2.22,0.22,1.73,1.34,2.49,1.83,0.92,0.2,3.58,0.63,66.2,3.64,8.68,3.24,3.06,0,2.25,0.22,11.1287,28.0414,234.5908,3.868,1.9873,1.4323,196962.1774,88240.4922,162248.2909,55683.6825,0.0057,0,8e-4,0.0016,1.7104,0.0033,0,0,0,78.39,4.75,5.87,0,2.56,0,0,4.86,0,0,0,0,2.46,0,1.1,0.1821,1.7592,1.7578,148.6683,1.9138,8.6018,144.0009,62.9006,12.7188,0.0482,15.1263,5.7042,8.1508,1.8333,3.4354,3.0902,0.2459,0.0529,57.7918,1.5094779700303822
nwis_12101100,2013,"LAKE TAPPS DIVERSION AT DIERINGER, WA",USGS (Powell Center),47.2381564,-122.2281746,"NAD83",42.36,NGVD29,ST-CA,23982435,17,334,1,183.4269442041882,-107.20117450328813,10.334483737451999,NA,9.64,0.18,-0.05,0.03,1.24,224.10258458343037,0.768,1.51,0.69,0.67,0.48,0.46,360.9526936958008,0.824,28.31,0.35,0.14,0.02,1.18,179.12442523488033,0.416,0.98,0.21,0.16,-0.03,1.36,187.05029296439417,0.825,0.276574554,NA,NA,17.9832,678.9,0.392899375,8.230239126,0.197100625,0.43931428537711,0.41,95,95,95,0.004036208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,grassland,Washington,WA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_12102075,2016,"CLARKS CREEK AT TACOMA ROAD NEAR PUYALLUP, WA",USGS (Powell Center),47.19760016,-122.337343,"NAD83",NA,NA,ST,23981667,17,352,1,178.67954487476086,-367.95569008141996,10.2192205536288,5.067330321710121,10.33,0.06,-0.1,0.06,1.29,189.87500940622135,0.608,1.7,0.07,0.24,0.26,0.47,351.79896533224803,0.547,27.92,0.38,0.14,0,1.18,173.59972245978682,0.362,1.11,0.14,-0.13,-0.01,1.37,174.80857420894776,0.826,0.381125648,326.22698318357976,9.5,5.1816,704.4583333333334,0.438693339,6.283132918,0.211306661,0.417595275919037,0.35,95,95,95,6.55845e-4,70353093,145.9681777,0.266,976,1.247,72,5,146,28,28,5,103,103,35,54,67,92,124,153,175,175,149,106,63,40,1028,1028,152,108,99,75,50,45,23,33,50,91,151,152,113,113,16,0,0,7,7,28,28,739.953,740.007,8173,8172,948,100,100,13.59166755,13,urban,Washington,WA,0.903738,1,50169843,1,17110014000641,57.2706,57.2706,4.082,0.00221007,3.932,0,1605,736,51.75762,51.75762,0.9037380436035244,117.167,1072.05252449791,0.1079250109439922,15.661056327937894,10.756222958167015,1245.0962,37.81,38.06,38.58,36.74,38.8,40,39.12,37.04,0.36,0,16.49,36.64,27.31,7.92,0.01,2.25,1.97,4.41,0.38,0.15,0.8,0.45,0.62,0.25,0.23,0,16.11,36.32,27.94,8.22,0.05,2.2,1.76,4.23,0.36,0.45,0.79,0.45,0.63,0.25,430.3543,1050.1129,117.1592,1.8424,0.9238,0.6522,15141.0399,14688.7471,0,0,0.0698,0,0,0.0349,8.0716,0,0,0,0,0,0,0,0,62.1,0,0,30.55,0,0,0,0,7.35,0,0,0.0574,0.6029,0.2967,106.7449,1.806,20.4086,147.8879,56.7168,66.4343,0.3142,11.9619,0.9732,16.6248,2.2086,1.0179,1.2931,0.1644,0.0584,49.7221,0.8610198348512429
nwis_13173600,2010,SNAKE RIVER NR ADRIAN OR,USGS (Powell Center),43.7309932,-117.0718258,"NAD83",2190,"NAVD88",ST,23299878,17,247,1,3178.2745540014744,-1978.91429044129,12.444095506399199,12.378307276778296,16.23,0.23,-0.16,-0.01,1.13,243.45064962578243,0.854,209.2,0.12,0.19,0.1,0.68,79.41490519289901,0.822,34.09,0.31,0.04,-0.04,1.3,176.76064899440956,0.278,0.67,0.34,0.04,-0.08,1.41,200.60344158224933,0.818,1.409165315,48.27404461825094,0.5,177.24120000000002,372.6,0.303295181,63.38210364,0.176704819,0.011196219542039,0.52,0,95,0,2.27e-16,70468894,183.5780156,464.332,95,148.765,775,666,1088,47,61,4,100,55,-24,15,58,97,143,188,225,216,163,101,37,-15,261,374,30,22,25,23,24,25,8,13,15,17,28,31,22,39,12,0,2,7,39,27,14,7.491,6.268,97,95,928,0,0,74.82680617,12,agricultural,Oregon,OR,0.200643,7,50002191,0,17050103000036,7.3917,81619.0389,3.441,1.0171e-4,3.441,0,66793,66758,1.48309,81613.13029,0.9999276074543436,1733.7941,489.6707411685681,-10.634947296833015,13.343408419061571,6.255582754404212,199.2748,0.45,0.46,0.47,0.42,0.48,0.51,0.5,0.43,1.09,0.01,1.09,0.5,0.25,0.06,0.27,0.96,15.74,0.06,42.32,20,0.71,14.81,1.1,1.02,0.93,0.01,1.08,0.51,0.27,0.06,0.38,0.95,15.46,0.06,40.5,21.81,0.7,15.09,1.14,1.04,2.8368,6.9518,150.067,2.7377,1.5591,1.214,84830.4047,82370.3524,24577.2802,21125.0823,0.0019,4e-4,4e-4,0.0012,1.0381,0.0016,5.93,19.14,4.02,27.26,16.41,0.58,0,0,1.59,0,0.89,0,1.54,1.96,0.01,19.54,0,1.13,6.8431,15.7032,1.8256,176.9369,0.863,7.5132,116.1047,72.4184,48.5078,0.2274,11.2394,6.7876,11.9211,2.0078,2.673,1.8587,0.2052,0.126,52.5083,2.4572637441792344
nwis_13206400,2012,"EAGLE DRAIN AT EAGLE, ID",USGS (Powell Center),43.69166667,-116.3563889,"NAD83",NA,NA,ST-CA,23400535,17,256,1,632.5241713144135,-1071.8031430203046,12.791060446096798,NA,13.91,0.15,-0.21,-0.03,1.13,254.5449801112323,0.653,0.84,0.27,-0.19,-0.09,1.17,256.2933030480286,0.746,34.95,0.31,0.04,-0.06,1.32,180.98616673299,0.34,0.82,0.29,0.04,-0.1,1.4,189.09139051511576,0.822,NA,NA,NA,3.09372,399.9,NA,NA,NA,NA,NA,95,95,95,0.004193001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249.8189379,13,urban,Idaho,ID,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_13213000,2010,BOISE RIVER NR PARMA ID,USGS (Powell Center),43.78166667,-116.9727778,"NAD83",2196.49,NGVD29,ST,23398297,17,243,1,1746.271330395507,-1588.3741874413454,12.4192414544688,12.286072017519816,13.8,0.19,-0.01,0.1,1.23,223.6867494011394,0.853,38.86,0.37,0.48,0.26,0.25,341.107767460155,0.91,34.03,0.31,0.04,-0.04,1.3,176.84153572279263,0.284,1.24,0.35,0.02,-0.11,1.4,189.88804590219334,0.825,0.514911780842261,299.0436920398638,0.5,41.148,478.4,0.443684609285406,65.461310566207,0.0963153907145937,0.0296676041630339,0.46,50,95,95,0.003777094,70465967,235.5235189,41.375,106,37.821,685,665,774,6,118,11,102,56,-27,14,61,102,149,193,231,220,165,102,38,-17,268,466,33,24,26,22,23,23,7,12,15,17,31,34,23,48,16,53,1,1,45,60,9,15.399,56.229,192,533,890,0,5,16.30063907,12,agricultural,Idaho,ID,1,6,50003972,0,17050114000073,3.4569,10103.4306,4.633,0.00137707,4.633,0,67967,67329,3.4569,10103.4306,1,1539.4359,637.7180043497892,-8.812388929801179,13.861888245445778,7.1147039521248105,325.5061,1.58,1.64,1.69,1.42,1.73,1.94,1.81,1.49,0.82,0.05,2.55,2.08,0.88,0.23,0.2,0.01,27.65,0.01,32.98,22.48,1.99,7.66,0.27,0.15,0.78,0.05,2.52,2.12,1,0.26,0.2,0.02,23.23,0.03,28.49,31.26,1.97,7.66,0.27,0.15,22.4944,56.2997,151.9518,2.4519,1.5981,1.3468,187984.2415,186230.8529,87670.2832,85965.7288,0.0024,7e-4,8e-4,0.009,1.6379,0.0014,0,5.46,0,68.67,5.71,0,0,0,0.42,0,0,0,0,0,0,18.88,0,0.86,5.66,8.4137,2.2104,176.4352,0.8762,14.5178,114.2702,68.3274,27.6165,0.0819,14.2411,2.8063,6.4643,3.0347,1.4124,2.8842,0.15310000000000001,0.0339,63.378,1.9591583824382683
nwis_13213000,2014,BOISE RIVER NR PARMA ID,USGS (Powell Center),43.78166667,-116.9727778,"NAD83",2196.49,NGVD29,ST,23398297,17,328,1,1177.641915084411,-1454.7909524580484,12.8955661164288,12.771503356953648,13.29,0.27,0,-0.01,1.35,201.04867782291615,0.849,24.97,0.2,0.11,0.25,0.42,34.219117986828984,0.904,35.33,0.32,0.04,-0.05,1.32,173.99290952718843,0.481,1.23,0.3,-0.03,-0.1,1.36,181.28067298485084,0.83,0.514911780842261,299.0436920398638,0.5,41.148,478.4,0.443684609285406,65.461310566207,0.0963153907145937,0.0296676041630339,0.46,50,95,95,0.003777094,70465967,235.5235189,41.375,106,37.821,685,665,774,6,118,11,102,56,-27,14,61,102,149,193,231,220,165,102,38,-17,268,466,33,24,26,22,23,23,7,12,15,17,31,34,23,48,16,53,1,1,45,60,9,15.399,56.229,192,533,890,0,5,16.30063907,12,agricultural,Idaho,ID,1,6,50003972,0,17050114000073,3.4569,10103.4306,4.633,0.00137707,4.633,0,67967,67329,3.4569,10103.4306,1,1539.4359,637.7180043497892,-8.812388929801179,13.861888245445778,7.1147039521248105,325.5061,1.58,1.64,1.69,1.42,1.73,1.94,1.81,1.49,0.82,0.05,2.55,2.08,0.88,0.23,0.2,0.01,27.65,0.01,32.98,22.48,1.99,7.66,0.27,0.15,0.78,0.05,2.52,2.12,1,0.26,0.2,0.02,23.23,0.03,28.49,31.26,1.97,7.66,0.27,0.15,22.4944,56.2997,151.9518,2.4519,1.5981,1.3468,187984.2415,186230.8529,87670.2832,85965.7288,0.0024,7e-4,8e-4,0.009,1.6379,0.0014,0,5.46,0,68.67,5.71,0,0,0,0.42,0,0,0,0,0,0,18.88,0,0.86,5.66,8.4137,2.2104,176.4352,0.8762,14.5178,114.2702,68.3274,27.6165,0.0819,14.2411,2.8063,6.4643,3.0347,1.4124,2.8842,0.15310000000000001,0.0339,63.378,1.9591583824382683
